id,farmer_id,entry_date,entry_type,reference_type,reference_id,debit,credit,balance_after,description,data_source
76696693-e101-5a04-a4dd-2eda9d351959,b9a7b8f1-c7d2-59de-976e-c64fa2dbf2ef,2026-04-17,procurement,procurement,13ba027f-3463-56e0-a391-ffb3e860fb9a,22214.16,0.00,22214.16,SYNTHETIC procurement SYN-PROC-2026-0012,synthetic
7794d96a-6eef-5721-ab92-780aa8c68901,e1718eba-bbf2-599a-a144-583cf98a23d3,2026-06-11,procurement,procurement,dc1da81e-0ae0-5d13-9da9-c490ac74856b,9731.58,0.00,9731.58,SYNTHETIC procurement SYN-PROC-2026-0013,synthetic
b6a6067c-bab1-5ec3-a100-e4c2858c590f,9e0bcbe3-5678-5b4b-a6a5-64520cb23ff4,2026-05-04,procurement,procurement,37e0410e-cc5e-5081-b4cb-68e19326a54c,23034.94,0.00,23034.94,SYNTHETIC procurement SYN-PROC-2026-0014,synthetic
ca8588aa-89c2-523b-a59a-ce057ce4fd84,fd7b88af-a07a-5185-8b8f-ef310c498b74,2026-01-20,procurement,procurement,e67864bd-3bd7-51ce-9641-9b5389d8f47f,22520.27,0.00,22520.27,SYNTHETIC procurement SYN-PROC-2026-0015,synthetic
3dc8fcc0-0f1b-5123-827c-59d7c7a68a35,d3672b5a-1ab8-5a43-86e4-2f1f8a684393,2026-05-03,procurement,procurement,b65233c2-fd59-5d9b-bf55-d575c1747e92,11461.34,0.00,52385.23,SYNTHETIC procurement SYN-PROC-2026-0016,synthetic
e34b6581-a28c-5136-abb4-88eb8f12f5b5,62da20c7-3d66-5a59-8ced-4312314e393c,2026-05-06,procurement,procurement,1f64c97a-fee7-5fc5-8931-f0adc2397093,23008.88,0.00,23008.88,SYNTHETIC procurement SYN-PROC-2026-0017,synthetic
5f0acc14-6f13-5b3c-b92f-dc8672ad86eb,ff0ab9fe-510d-52c8-b082-9fca8e5de48e,2026-03-13,procurement,procurement,9649f95b-c09f-5007-987b-62668f6f288e,27364.39,0.00,27364.39,SYNTHETIC procurement SYN-PROC-2026-0018,synthetic
b8bcdede-031c-5c37-8e15-46926c631ce8,4a3307b7-74ab-512f-8369-aeb5f02cb65c,2026-05-08,procurement,procurement,7dcd5909-c77b-5510-8065-b9596e3c8a09,4392.74,0.00,4392.74,SYNTHETIC procurement SYN-PROC-2026-0019,synthetic
ac93f93a-fd5a-5480-a1d7-10198f071e80,e23f1a83-3a70-5313-b980-1dc1a498a8f3,2026-03-22,procurement,procurement,40e53256-978c-5f67-9d8b-ada36db8d8c6,37682.53,0.00,65266.29,SYNTHETIC procurement SYN-PROC-2026-0020,synthetic
4c1f9daa-49bf-55ed-b01a-9c995c67e229,ed4fafc7-6f7f-586d-bccc-8e445a6c95a3,2026-02-04,procurement,procurement,38584087-d1b3-5c60-bf80-0ee1c42942ba,10385.66,0.00,10385.66,SYNTHETIC procurement SYN-PROC-2026-0021,synthetic
690f4e44-130e-5186-b72a-9cc527ab533a,7b13273e-85cd-5a8d-b67c-44f706f6957e,2026-01-02,procurement,procurement,53e9fa3e-2100-5804-940c-bdd7873e8751,27539.98,0.00,27539.98,SYNTHETIC procurement SYN-PROC-2026-0022,synthetic
df4f9187-e71c-5529-8c82-6a5e75c80ae8,931f529a-503d-533c-bec3-adb440066644,2026-03-15,procurement,procurement,77d73096-d818-551b-b2c6-ab36e1de8c45,24285.94,0.00,33150.21,SYNTHETIC procurement SYN-PROC-2026-0023,synthetic
09f7ec3b-23dc-5202-9a28-6f81e94aeb38,7b13273e-85cd-5a8d-b67c-44f706f6957e,2026-01-03,procurement,procurement,b2a1e8f3-7e25-57ed-b2ec-2d8469b92c4d,16198.99,0.00,43738.97,SYNTHETIC procurement SYN-PROC-2026-0024,synthetic
28e50401-2bb8-5a3a-ac65-c1c5f5e57fba,b9a7b8f1-c7d2-59de-976e-c64fa2dbf2ef,2026-04-09,procurement,procurement,122ead27-8e12-5363-a695-cec4bf7c62ce,33825.66,0.00,56039.82,SYNTHETIC procurement SYN-PROC-2026-0025,synthetic
5ec0a3a8-5424-5611-ab98-4976934ad94f,777fa239-e1b9-5891-bef8-b6500c7b8824,2026-03-07,procurement,procurement,050ae9e3-44f4-57f8-afb7-c3e7ce2ce36b,8832.24,0.00,8832.24,SYNTHETIC procurement SYN-PROC-2026-0026,synthetic
435d9d81-a151-5a20-9481-07a8e906abc5,9e0bcbe3-5678-5b4b-a6a5-64520cb23ff4,2026-05-06,procurement,procurement,4549a532-e0d6-585b-9984-b495a4372e9c,7918.28,0.00,30953.22,SYNTHETIC procurement SYN-PROC-2026-0027,synthetic
cdd6228b-597b-5423-a337-0e977e4547c6,c35fb433-6404-5672-b66f-5f62d0b4dc15,2026-03-08,procurement,procurement,cdcb6e29-8310-5aaa-8485-8ff7e49a3c4a,18299.16,0.00,18299.16,SYNTHETIC procurement SYN-PROC-2026-0029,synthetic
ce25744f-7905-5105-ba3e-3eacf3732886,e23f1a83-3a70-5313-b980-1dc1a498a8f3,2026-05-19,procurement,procurement,3a390579-9021-5fbb-9681-a9430c5e90b0,10002.78,0.00,75269.07,SYNTHETIC procurement SYN-PROC-2026-0030,synthetic
429b684b-cae8-5c85-8f0f-a2cfe9818a52,d3672b5a-1ab8-5a43-86e4-2f1f8a684393,2026-02-15,procurement,procurement,b34e8c3d-fd0a-5753-b06a-dca2098b6501,44993.17,0.00,97378.40,SYNTHETIC procurement SYN-PROC-2026-0031,synthetic
a6dab3b2-57fc-55bb-8faa-4ef3316a1efe,80552a75-5918-5180-8b53-f814269fbab3,2026-06-04,procurement,procurement,1a1fdc96-7842-5f3b-9186-046cecf2c506,12864.62,0.00,12864.62,SYNTHETIC procurement SYN-PROC-2026-0032,synthetic
4ffb5ecf-cd04-5f53-9d0d-6695091878f2,c35fb433-6404-5672-b66f-5f62d0b4dc15,2026-02-22,procurement,procurement,635e016a-d0c0-519c-9b7e-772d41d54f22,20952.22,0.00,39251.38,SYNTHETIC procurement SYN-PROC-2026-0033,synthetic
1881aed4-9fca-5205-8782-21ae4066e822,41a010ef-e1a9-552a-824a-ac8b5bc6a4e6,2026-03-25,procurement,procurement,126fcd62-a601-5fe6-9517-886c7ce6c698,14688.67,0.00,14688.67,SYNTHETIC procurement SYN-PROC-2026-0034,synthetic
17417c3d-8d69-53b3-bcd3-d063521f8f2c,adee696a-53c2-50bd-acba-1bdee1019dac,2026-06-05,procurement,procurement,a3719ec7-2546-595d-95ed-43b959d94586,36449.89,0.00,36449.89,SYNTHETIC procurement SYN-PROC-2026-0035,synthetic
3a0fc0d3-6b07-5c38-81ea-aa302c0e6da5,d79ad6b7-b73e-54c2-9ea1-822bb4d4554e,2026-01-12,procurement,procurement,ce38a391-7244-5107-b31e-5ae609e010aa,16921.31,0.00,39276.59,SYNTHETIC procurement SYN-PROC-2026-0036,synthetic
e5facdbe-43e2-5f90-b5d3-4dfb146b61cd,57090268-e509-52e9-a8dc-76a310543e4d,2026-02-28,procurement,procurement,e92503db-7edf-51df-a381-ef6938749921,16486.91,0.00,16486.91,SYNTHETIC procurement SYN-PROC-2026-0037,synthetic
db7c4c18-22c4-556f-b9cd-78cfb7345617,d8b6ba35-39d2-5f67-9971-e2203da0de0c,2026-04-26,procurement,procurement,540badd8-f6f8-53bb-a5db-fca26447be2e,16101.50,0.00,16101.50,SYNTHETIC procurement SYN-PROC-2026-0038,synthetic
7dd8c391-3563-5b35-9407-512f7848bf91,2710acc5-cd4c-5876-ad24-d5416cd040b5,2026-04-12,procurement,procurement,d556dc8e-5eee-5e96-9498-403bf890c0a5,25268.15,0.00,30917.74,SYNTHETIC procurement SYN-PROC-2026-0039,synthetic
37893beb-9766-5528-bccd-e98fe730b1a6,41a010ef-e1a9-552a-824a-ac8b5bc6a4e6,2026-03-12,procurement,procurement,1da73120-0536-54e3-a5a6-ef50397c26a2,32827.76,0.00,47516.43,SYNTHETIC procurement SYN-PROC-2026-0040,synthetic
3ceb2090-d2dd-5f27-bf26-b78c40c18e03,b46ad471-88b4-5059-af95-a2291bb6b93f,2026-05-07,procurement,procurement,89af8d1c-402e-5776-acdb-c13bc1c751bd,19349.77,0.00,56422.69,SYNTHETIC procurement SYN-PROC-2026-0042,synthetic
c4ea399d-3499-52f9-bc7a-deb9dd9b3536,1867c2f1-cf69-59b2-a42e-d546b2128fb4,2026-02-12,procurement,procurement,9c1d3c2c-0637-52f8-8a7b-310b4e17dfda,25635.27,0.00,25635.27,SYNTHETIC procurement SYN-PROC-2026-0043,synthetic
b889c909-3dba-5852-b1d0-e0de3b8e56d1,a644c1da-b85e-589a-b228-ad30545a278e,2026-05-10,procurement,procurement,e998e30b-92fa-5bf6-9e8e-132527910a87,27645.47,0.00,27645.47,SYNTHETIC procurement SYN-PROC-2026-0044,synthetic
63727155-ab91-5188-ae09-aa9c3ef13645,b9a7b8f1-c7d2-59de-976e-c64fa2dbf2ef,2026-02-20,procurement,procurement,83a7b34e-74ec-562b-b1b7-9995705a6217,20947.15,0.00,76986.97,SYNTHETIC procurement SYN-PROC-2026-0045,synthetic
182f1904-d368-534e-b059-fe3db0939a15,d0948db4-f218-5454-8105-b6f888e98eb2,2026-04-15,procurement,procurement,ad1f76c2-dadc-5a58-8000-7ea5718d087f,32968.68,0.00,32968.68,SYNTHETIC procurement SYN-PROC-2026-0046,synthetic
4a13aeeb-c2ed-5653-b430-aea52c12f7e0,62da20c7-3d66-5a59-8ced-4312314e393c,2026-05-22,procurement,procurement,3881cdc5-f0ea-59a2-93b0-1e1805e0b5d7,22755.15,0.00,45764.03,SYNTHETIC procurement SYN-PROC-2026-0047,synthetic
9b5759f8-58be-5518-8017-454c75850bdd,8ca25e8f-3286-506e-b86c-cf78499cbca0,2026-02-16,procurement,procurement,447519c0-2e3c-54d8-b13a-5b808b3431bf,9063.70,0.00,9063.70,SYNTHETIC procurement SYN-PROC-2026-0048,synthetic
903727b5-dd61-51a4-b52a-61c0c6c2617f,94dd0a69-bd62-5b21-9ecd-debd59365206,2026-06-23,procurement,procurement,f89e8f44-58c6-5f19-b5ed-430369141328,5835.51,0.00,5835.51,SYNTHETIC procurement SYN-PROC-2026-0049,synthetic
4d4c2487-befa-5522-a519-9cd2f28379aa,ff0ab9fe-510d-52c8-b082-9fca8e5de48e,2026-01-18,procurement,procurement,95affcf4-d7dd-5f87-963c-9f3ba19d9811,22515.22,0.00,49879.61,SYNTHETIC procurement SYN-PROC-2026-0050,synthetic
9aa96023-14a7-5bd5-9483-c3ba9d19317b,80552a75-5918-5180-8b53-f814269fbab3,2026-04-20,procurement,procurement,507776b1-4982-546b-8234-c882b2f34378,36712.41,0.00,49577.03,SYNTHETIC procurement SYN-PROC-2026-0051,synthetic
023a8134-60a2-5e3f-87dc-01f182148df0,70ccacd5-972a-50c6-a77d-585aefc9e7b9,2026-02-27,procurement,procurement,3d16e87f-0313-557f-9ce3-cd8aab6c774a,24948.33,0.00,24948.33,SYNTHETIC procurement SYN-PROC-2026-0052,synthetic
d7c394b2-a83b-525d-bb0a-e68d67991703,01213c68-e6ce-5141-84ed-04d7577bbec7,2026-03-11,procurement,procurement,19e7959d-8411-52ca-a729-b50fc94da605,36850.17,0.00,36850.17,SYNTHETIC procurement SYN-PROC-2026-0053,synthetic
63cd678e-40a5-5fa4-8c6d-019c81612802,0423553d-c603-5259-85a2-df1e0b624403,2026-06-18,procurement,procurement,aa5a29de-18c0-5b47-ba33-71c70675051c,20048.64,0.00,20048.64,SYNTHETIC procurement SYN-PROC-2026-0056,synthetic
4bbeac9e-2b69-5316-ad0d-9d95bee45601,94dd0a69-bd62-5b21-9ecd-debd59365206,2026-04-05,procurement,procurement,9a36ee85-3652-58f3-a0a2-fb59997561f5,32385.87,0.00,38221.38,SYNTHETIC procurement SYN-PROC-2026-0057,synthetic
74d83c21-670d-555d-92b1-46d0f996a416,931f529a-503d-533c-bec3-adb440066644,2026-02-02,procurement,procurement,0fbcf3e7-8f21-5f70-9c0d-22cee9bcad27,18325.55,0.00,51475.76,SYNTHETIC procurement SYN-PROC-2026-0058,synthetic
9b5df163-31a7-59a0-9f31-a339cbba5779,a7912009-53e9-5087-9ae4-f84f5f952c82,2026-04-09,procurement,procurement,4ac9f3ca-28cf-52cd-8541-c95e8cdabf60,8409.36,0.00,19324.41,SYNTHETIC procurement SYN-PROC-2026-0059,synthetic
85aa7794-6690-5b47-9c88-b3bd63268e83,e23f1a83-3a70-5313-b980-1dc1a498a8f3,2026-06-02,procurement,procurement,d356d16a-64f9-554e-845d-27bd6bf76777,5800.91,0.00,81069.98,SYNTHETIC procurement SYN-PROC-2026-0060,synthetic
5babc713-f47c-58b7-8637-439c6e4b197c,62da20c7-3d66-5a59-8ced-4312314e393c,2026-02-15,procurement,procurement,2b6ad325-612b-58ec-a980-68e9475474e5,24121.25,0.00,69885.28,SYNTHETIC procurement SYN-PROC-2026-0061,synthetic
cc5aabb4-5512-507b-b0b5-a93d6acf7d26,eab53f31-02a3-5c3b-8740-8ff1a7e4cff4,2026-06-27,procurement,procurement,85ce34e2-a18e-5581-9c10-e0eb98aa7ac8,19176.15,0.00,19176.15,SYNTHETIC procurement SYN-PROC-2026-0063,synthetic
054150e6-03f4-5475-ba57-08539807fb7b,24aff973-7678-5689-a9ed-67f64a577d80,2026-03-18,procurement,procurement,f88af83e-66dd-565b-a70b-981698375690,32097.73,0.00,32097.73,SYNTHETIC procurement SYN-PROC-2026-0064,synthetic
f29d7956-cd91-5df9-b96b-40ff6278398c,777fa239-e1b9-5891-bef8-b6500c7b8824,2026-03-21,procurement,procurement,7522e6e4-1ede-5462-8466-21a45f6fc811,38249.71,0.00,47081.95,SYNTHETIC procurement SYN-PROC-2026-0065,synthetic
2ea03726-ce8e-57f3-be3e-b64d75611c55,e1718eba-bbf2-599a-a144-583cf98a23d3,2026-04-14,procurement,procurement,aa197330-de3e-5a04-917b-cccc89ab36a8,20914.93,0.00,30646.51,SYNTHETIC procurement SYN-PROC-2026-0066,synthetic
faf96659-2777-5741-aa86-d3dcb95e616d,a7912009-53e9-5087-9ae4-f84f5f952c82,2026-05-22,procurement,procurement,7cdc95c3-30b0-5f82-8334-121a2fa8f5ba,28283.47,0.00,47607.88,SYNTHETIC procurement SYN-PROC-2026-0067,synthetic
d1fe7f07-acd4-596e-b870-9f8a7a27cd81,a5160272-e428-5c25-b4ca-55b56dd6a1c2,2026-05-23,procurement,procurement,b2df7a1f-08ab-5ee1-897e-a0f0e135117c,22368.16,0.00,22368.16,SYNTHETIC procurement SYN-PROC-2026-0068,synthetic
02b4c527-bf0b-5204-b833-acf732384522,80552a75-5918-5180-8b53-f814269fbab3,2026-06-16,procurement,procurement,6083772f-278d-53e1-8373-40d52261baf0,32193.60,0.00,81770.63,SYNTHETIC procurement SYN-PROC-2026-0069,synthetic
04ba5abf-5125-5872-a3fd-eb5919a515a0,62da20c7-3d66-5a59-8ced-4312314e393c,2026-04-18,procurement,procurement,c22888eb-1fd5-57be-bf12-8046971dbce6,37022.49,0.00,106907.77,SYNTHETIC procurement SYN-PROC-2026-0070,synthetic
e7c45b33-c9d7-5ced-96c5-8ba8070426f4,9febcfb4-314c-5159-89a9-f56738306649,2026-01-24,procurement,procurement,9bbcf10a-e02e-56d2-9202-6ab4a58a7198,17511.37,0.00,17511.37,SYNTHETIC procurement SYN-PROC-2026-0071,synthetic
5a7b6c26-c374-50f7-885a-db4428c3fa84,1867c2f1-cf69-59b2-a42e-d546b2128fb4,2026-06-19,procurement,procurement,df59551c-169c-5d1e-937e-4b4f0a472068,41078.43,0.00,66713.70,SYNTHETIC procurement SYN-PROC-2026-0072,synthetic
ed9e2b3d-64da-5269-ad02-655c97398aac,9febcfb4-314c-5159-89a9-f56738306649,2026-05-05,procurement,procurement,8ca6711a-0799-59cd-8ba7-c430c1f12c95,20134.45,0.00,37645.82,SYNTHETIC procurement SYN-PROC-2026-0073,synthetic
23dba9fa-6af7-51d9-b07f-37d61ff846c0,ed4fafc7-6f7f-586d-bccc-8e445a6c95a3,2026-01-13,procurement,procurement,4bc13140-8315-561a-9ebc-6d3f4fe7b3bd,31367.30,0.00,41752.96,SYNTHETIC procurement SYN-PROC-2026-0075,synthetic
9ab353f7-63f3-5083-9437-0194aa04d45f,9febcfb4-314c-5159-89a9-f56738306649,2026-02-04,procurement,procurement,6db12588-c6c6-50b8-a8fd-eb4001ed7468,46087.78,0.00,83733.60,SYNTHETIC procurement SYN-PROC-2026-0076,synthetic
4b821752-af66-5fed-b491-590b0aa1ed91,c35fb433-6404-5672-b66f-5f62d0b4dc15,2026-03-22,procurement,procurement,e024470a-fe42-5f3e-a8eb-3a29aff881ee,8018.51,0.00,47269.89,SYNTHETIC procurement SYN-PROC-2026-0078,synthetic
c2fdbf8f-792d-58a1-9bbc-23de286aaf62,1a72d6d2-3a5e-5d1e-afcb-7cbd0c3a98a2,2026-02-14,procurement,procurement,340c20e5-41d2-5564-b263-9ce48b1cee4d,13099.64,0.00,32430.09,SYNTHETIC procurement SYN-PROC-2026-0080,synthetic
9bf71402-22fd-5333-b74c-2130abcd6a6e,87bbd5a3-3bbe-573a-a7f9-6e1f95f1fdba,2026-05-24,procurement,procurement,34e0dcd8-1bb9-588a-a606-f2780bcdac43,20340.61,0.00,20340.61,SYNTHETIC procurement SYN-PROC-2026-0081,synthetic
5e53eeab-3dc4-5314-91ee-a7447e181f78,e1718eba-bbf2-599a-a144-583cf98a23d3,2026-01-20,procurement,procurement,160aa059-9b5e-5dcd-a232-deb3f4d367fd,8064.62,0.00,38711.13,SYNTHETIC procurement SYN-PROC-2026-0082,synthetic
a8cc51c3-ced3-55ba-903a-e9b9fadfbe0b,b293a166-efff-5a60-bd1c-ff7065fc3cf3,2026-05-19,procurement,procurement,dd93306c-295e-5089-ab31-7ac6bcd9e4c4,6057.93,0.00,6057.93,SYNTHETIC procurement SYN-PROC-2026-0083,synthetic
1280af29-12d0-5c49-9068-af311d702a74,ed4fafc7-6f7f-586d-bccc-8e445a6c95a3,2026-04-09,procurement,procurement,892fd578-5b26-5d28-b03b-92adcc4921cc,19457.02,0.00,61209.98,SYNTHETIC procurement SYN-PROC-2026-0084,synthetic
94640c6a-1eea-5a1d-b018-275317da77a9,0423553d-c603-5259-85a2-df1e0b624403,2026-06-04,procurement,procurement,e93868ce-ae9e-5918-95e7-343565ab5ffd,14194.70,0.00,34243.34,SYNTHETIC procurement SYN-PROC-2026-0085,synthetic
bdfec748-e856-5ffc-acfd-e1c3025eaf7c,62da20c7-3d66-5a59-8ced-4312314e393c,2026-04-14,procurement,procurement,13472b69-0ddb-58a2-843b-8b608bf22e4e,7075.42,0.00,113983.19,SYNTHETIC procurement SYN-PROC-2026-0087,synthetic
d02a483e-e6c9-5821-b1b2-459c97105742,c35fb433-6404-5672-b66f-5f62d0b4dc15,2026-02-10,procurement,procurement,123cd5b7-9d53-5768-8d52-fac5052bcebd,35272.69,0.00,82542.58,SYNTHETIC procurement SYN-PROC-2026-0088,synthetic
c03bd1e3-b3cf-5b3d-b99e-d4669185554c,7b13273e-85cd-5a8d-b67c-44f706f6957e,2026-04-23,procurement,procurement,8dc72b17-5c71-5c85-b0f7-146ba40b0cbe,22288.16,0.00,66027.13,SYNTHETIC procurement SYN-PROC-2026-0090,synthetic
9de9fc85-171f-5c6a-8123-d8e3d93f7f18,80552a75-5918-5180-8b53-f814269fbab3,2026-02-20,procurement,procurement,48f2b8e6-4add-54da-abe1-4e109631d176,39368.93,0.00,121139.56,SYNTHETIC procurement SYN-PROC-2026-0091,synthetic
544cf315-aa91-5dd1-a935-52a38960d719,d8b6ba35-39d2-5f67-9971-e2203da0de0c,2026-05-09,procurement,procurement,10cad50b-0516-5111-b21d-d4d02f46e52d,4397.33,0.00,20498.83,SYNTHETIC procurement SYN-PROC-2026-0092,synthetic
b960d3b6-73b2-5f32-8ec6-1a789b1c6314,8ca25e8f-3286-506e-b86c-cf78499cbca0,2026-04-12,procurement,procurement,1d780be8-51b6-5003-8a14-1139d8db859d,27284.16,0.00,36347.86,SYNTHETIC procurement SYN-PROC-2026-0093,synthetic
67a6a25b-6b16-50c0-9929-ab822f0e7514,ff0ab9fe-510d-52c8-b082-9fca8e5de48e,2026-04-08,procurement,procurement,a7f0187e-3d0b-5e43-a80f-bb6787007253,28624.67,0.00,78504.28,SYNTHETIC procurement SYN-PROC-2026-0094,synthetic
a1de637b-0415-55c0-8ac6-7f9d1ef28eb3,62da20c7-3d66-5a59-8ced-4312314e393c,2026-06-05,procurement,procurement,934e5c3f-3086-5e15-96eb-018d8d135b47,40332.03,0.00,154315.22,SYNTHETIC procurement SYN-PROC-2026-0095,synthetic
8f5e6d8a-60dd-589f-ba6f-bec78a5a1e62,d8b6ba35-39d2-5f67-9971-e2203da0de0c,2026-04-21,procurement,procurement,4d6b4e85-3959-54fa-91f8-9a9f67dc4f89,10561.03,0.00,31059.86,SYNTHETIC procurement SYN-PROC-2026-0097,synthetic
8c575f01-1977-5c7c-8d6f-c46ed2a84b8a,1867c2f1-cf69-59b2-a42e-d546b2128fb4,2026-01-25,procurement,procurement,24e80356-189a-5ac4-8715-aa700bae3a8f,11843.30,0.00,78557.00,SYNTHETIC procurement SYN-PROC-2026-0099,synthetic
128c83d5-ab8e-540d-a03d-1b052dfe96fd,01213c68-e6ce-5141-84ed-04d7577bbec7,2026-04-05,procurement,procurement,40a747f0-3afb-5bab-814b-4ebfe4d93c15,21853.24,0.00,58703.41,SYNTHETIC procurement SYN-PROC-2026-0100,synthetic
907c65df-f90f-58c7-9486-601ef9758bbf,b9a7b8f1-c7d2-59de-976e-c64fa2dbf2ef,2026-02-16,procurement,procurement,7b07b572-acf0-5748-9684-30e45b6a2325,11897.08,0.00,88884.05,SYNTHETIC procurement SYN-PROC-2026-0101,synthetic
f72efbc3-5f65-5068-acc1-0266f502d9db,ff0ab9fe-510d-52c8-b082-9fca8e5de48e,2026-03-07,procurement,procurement,c2654a81-f334-5bb8-b561-431eaa27faac,33389.09,0.00,111893.37,SYNTHETIC procurement SYN-PROC-2026-0103,synthetic
f8df41a1-503b-5343-b9b7-747dae632c3d,1867c2f1-cf69-59b2-a42e-d546b2128fb4,2026-03-25,procurement,procurement,c2f2dcab-2f53-52bb-8f47-7697b6092c78,20860.88,0.00,99417.88,SYNTHETIC procurement SYN-PROC-2026-0105,synthetic
52ed2646-c625-5c8d-9677-0ae449ebd940,a644c1da-b85e-589a-b228-ad30545a278e,2026-06-27,procurement,procurement,e584b956-553f-559b-96c3-f4e484e38d27,12610.30,0.00,40255.77,SYNTHETIC procurement SYN-PROC-2026-0106,synthetic
d2485492-ffc4-5c5a-9e94-edf1bdbe8dc3,4a3307b7-74ab-512f-8369-aeb5f02cb65c,2026-02-03,procurement,procurement,8b2e7834-4c1d-5de8-9357-b956cad6b222,21985.31,0.00,26378.05,SYNTHETIC procurement SYN-PROC-2026-0107,synthetic
db940b0d-5e54-56f1-9e0a-cb09b621e8f0,d79ad6b7-b73e-54c2-9ea1-822bb4d4554e,2026-03-27,procurement,procurement,6798e37a-d168-5c93-add2-8896cdb3d4fe,14194.74,0.00,53471.33,SYNTHETIC procurement SYN-PROC-2026-0108,synthetic
79693698-8bfd-509d-8d0e-0b2f81040986,d8b6ba35-39d2-5f67-9971-e2203da0de0c,2026-04-03,procurement,procurement,994791dc-5163-5c69-890c-691731238115,14181.85,0.00,45241.71,SYNTHETIC procurement SYN-PROC-2026-0109,synthetic
8f0ef965-b2e5-56a6-b8ff-e4e172db7426,80552a75-5918-5180-8b53-f814269fbab3,2026-04-01,procurement,procurement,ee0ecc6e-2691-55e8-a48b-00e71e9e997b,22573.56,0.00,143713.12,SYNTHETIC procurement SYN-PROC-2026-0110,synthetic
1bd78fd3-3880-5ea0-936a-3e85d57a8911,1a72d6d2-3a5e-5d1e-afcb-7cbd0c3a98a2,2026-01-22,procurement,procurement,6111567f-7bda-516b-88e4-d5add56e6a56,18624.81,0.00,51054.90,SYNTHETIC procurement SYN-PROC-2026-0111,synthetic
863838dc-de68-5427-982d-523f3bead1fd,b46ad471-88b4-5059-af95-a2291bb6b93f,2026-05-05,procurement,procurement,be570f11-581a-503b-8cdb-2aacc3924c26,30166.44,0.00,86589.13,SYNTHETIC procurement SYN-PROC-2026-0113,synthetic
4aa7f9c6-6049-5071-a78e-83a4c8bcea3c,1867c2f1-cf69-59b2-a42e-d546b2128fb4,2026-04-21,procurement,procurement,566a4f33-0e41-51ce-875f-7b1fa636440b,11790.09,0.00,111207.97,SYNTHETIC procurement SYN-PROC-2026-0114,synthetic
58d00164-8090-5ae4-b5c5-19703cad7e79,c35fb433-6404-5672-b66f-5f62d0b4dc15,2026-02-28,procurement,procurement,4cb20348-860d-5136-941f-00ba1a42d3c9,25744.70,0.00,108287.28,SYNTHETIC procurement SYN-PROC-2026-0115,synthetic
