id,procurement_number,farmer_id,crop_type_id,crop_code,village_id,procurement_date,bag_count,gross_weight_kg,moisture_pct,net_weight_kg,rate_per_quintal,gross_amount,deduction_amount,net_amount,status,notes,data_source
83a7b34e-74ec-562b-b1b7-9995705a6217,SYN-PROC-2026-0045,b9a7b8f1-c7d2-59de-976e-c64fa2dbf2ef,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-20,24,1288.441,13.67,1112.311,1891.16,21035.58,88.43,20947.15,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
ad1f76c2-dadc-5a58-8000-7ea5718d087f,SYN-PROC-2026-0046,d0948db4-f218-5454-8105-b6f888e98eb2,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-15,33,1896.140,13.02,1649.263,2038.12,33613.96,645.28,32968.68,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
3881cdc5-f0ea-59a2-93b0-1e1805e0b5d7,SYN-PROC-2026-0047,62da20c7-3d66-5a59-8ced-4312314e393c,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-05-22,26,1281.993,17.71,1054.952,2170.46,22897.31,142.16,22755.15,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
447519c0-2e3c-54d8-b13a-5b808b3431bf,SYN-PROC-2026-0048,8ca25e8f-3286-506e-b86c-cf78499cbca0,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-16,9,489.382,17.32,404.621,2272.70,9195.82,132.12,9063.70,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
f89e8f44-58c6-5f19-b5ed-430369141328,SYN-PROC-2026-0049,94dd0a69-bd62-5b21-9ecd-debd59365206,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-06-23,5,302.486,17.16,250.579,2365.64,5927.80,92.29,5835.51,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
95affcf4-d7dd-5f87-963c-9f3ba19d9811,SYN-PROC-2026-0050,ff0ab9fe-510d-52c8-b082-9fca8e5de48e,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-01-18,20,1216.892,12.73,1061.982,2140.00,22726.41,211.19,22515.22,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
507776b1-4982-546b-8234-c882b2f34378,SYN-PROC-2026-0051,80552a75-5918-5180-8b53-f814269fbab3,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-20,37,1997.052,17.44,1648.766,2233.77,36829.64,117.23,36712.41,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
3d16e87f-0313-557f-9ce3-cd8aab6c774a,SYN-PROC-2026-0052,70ccacd5-972a-50c6-a77d-585aefc9e7b9,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-27,22,1291.871,15.13,1096.411,2288.02,25086.10,137.77,24948.33,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
19e7959d-8411-52ca-a729-b50fc94da605,SYN-PROC-2026-0053,01213c68-e6ce-5141-84ed-04d7577bbec7,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-03-11,39,1915.995,12.90,1668.832,2214.91,36963.13,112.96,36850.17,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
64369264-0645-5739-ad62-e7d6babab5cc,SYN-PROC-2026-0054,0423553d-c603-5259-85a2-df1e0b624403,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-05-15,31,1515.023,17.00,1257.469,2216.84,27876.08,429.18,27446.90,draft,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
55b44531-6fd0-5578-aa13-c520ceca1c59,SYN-PROC-2026-0055,c5243872-96d3-558c-ac8f-1e901a0e9f28,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-05-13,35,1682.889,12.70,1469.162,2026.04,29765.81,508.07,29257.74,draft,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
aa5a29de-18c0-5b47-ba33-71c70675051c,SYN-PROC-2026-0056,0423553d-c603-5259-85a2-df1e0b624403,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-06-18,19,1041.869,13.64,899.758,2245.69,20205.78,157.14,20048.64,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
9a36ee85-3652-58f3-a0a2-fb59997561f5,SYN-PROC-2026-0057,94dd0a69-bd62-5b21-9ecd-debd59365206,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-05,39,1886.724,12.79,1645.412,1969.32,32403.43,17.56,32385.87,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
0fbcf3e7-8f21-5f70-9c0d-22cee9bcad27,SYN-PROC-2026-0058,931f529a-503d-533c-bec3-adb440066644,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-02,21,1119.457,12.42,980.420,1898.05,18608.86,283.31,18325.55,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
4ac9f3ca-28cf-52cd-8541-c95e8cdabf60,SYN-PROC-2026-0059,a7912009-53e9-5087-9ae4-f84f5f952c82,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-09,10,545.843,13.50,472.154,1815.63,8572.57,163.21,8409.36,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
d356d16a-64f9-554e-845d-27bd6bf76777,SYN-PROC-2026-0060,e23f1a83-3a70-5313-b980-1dc1a498a8f3,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-06-02,6,367.767,12.40,322.164,1806.11,5818.64,17.73,5800.91,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
2b6ad325-612b-58ec-a980-68e9475474e5,SYN-PROC-2026-0061,62da20c7-3d66-5a59-8ced-4312314e393c,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-02-15,21,1233.468,13.01,1072.994,2282.17,24487.55,366.30,24121.25,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
b80e8f7c-1f4f-5b4c-9a18-7dca3af22ac7,SYN-PROC-2026-0062,87bbd5a3-3bbe-573a-a7f9-6e1f95f1fdba,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-01-19,6,366.027,13.15,317.894,2072.41,6588.07,49.45,6538.62,draft,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
85ce34e2-a18e-5581-9c10-e0eb98aa7ac8,SYN-PROC-2026-0063,eab53f31-02a3-5c3b-8740-8ff1a7e4cff4,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-06-27,20,988.532,16.63,824.139,2355.09,19409.22,233.07,19176.15,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
f88af83e-66dd-565b-a70b-981698375690,SYN-PROC-2026-0064,24aff973-7678-5689-a9ed-67f64a577d80,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-03-18,32,1832.362,12.14,1609.913,1994.26,32105.85,8.12,32097.73,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
7522e6e4-1ede-5462-8466-21a45f6fc811,SYN-PROC-2026-0065,777fa239-e1b9-5891-bef8-b6500c7b8824,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-03-21,34,1968.679,14.61,1681.055,2320.14,39002.83,753.12,38249.71,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
aa197330-de3e-5a04-917b-cccc89ab36a8,SYN-PROC-2026-0066,e1718eba-bbf2-599a-a144-583cf98a23d3,9f8db97a-41f6-5609-9d0d-82930861f14c,CORN,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-04-14,22,1155.270,12.49,1010.977,2080.39,21032.26,117.33,20914.93,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
7cdc95c3-30b0-5f82-8334-121a2fa8f5ba,SYN-PROC-2026-0067,a7912009-53e9-5087-9ae4-f84f5f952c82,545639a0-04e6-569d-b274-0e961b102b71,PADDY,97bc8297-5f82-5ad6-8e5c-de4c04c0e7d6,2026-05-22,29,1528.577,14.97,1299.749,2197.50,28561.98,278.51,28283.47,confirmed,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
