id,expense_number,category_name,expense_date,amount,vendor_name,payment_mode_code,farm_id,asset_id,description,status,notes,data_source
b043300d-aa5f-5681-92dd-481eb3562dcd,SYN-EXP-2026-017,Fuel,2026-05-02,10101.01,SYN Fuel Depot,bank_transfer,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,a52bf857-e2c1-54a7-a80f-3d901690a351,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
8661fdda-43c6-565b-92f5-026d43d2ba26,SYN-EXP-2026-018,Miscellaneous,2026-02-27,7642.28,SYN Fuel Depot,bank_transfer,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
529d4652-0e6f-580e-a68e-b0940f885b58,SYN-EXP-2026-019,Labor,2026-05-15,4603.77,SYN Seeds Store,bank_transfer,6cef879e-d49d-5896-836f-27a32f008903,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
5634dcfd-d629-5098-bb77-e7b63b583afe,SYN-EXP-2026-020,Miscellaneous,2026-01-01,6480.11,SYN Transport,cash,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,83a8aaab-e693-5302-b3f1-8de53c729ff6,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
34f9d384-d7ce-5fc4-a10c-83aeaa0c1a44,SYN-EXP-2026-021,Maintenance,2026-05-10,402.28,SYN Transport,cash,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,6ea443c5-d83a-506c-b8ca-31cf2a41418c,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
e52c2dee-90f2-55b7-949b-674730088c1a,SYN-EXP-2026-022,Labor,2026-02-07,7513.41,SYN Mechanic,upi,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
ae937fdf-619c-5f17-868f-990b02a7fbc0,SYN-EXP-2026-023,Fuel,2026-03-13,5616.17,SYN Agro Shop,bank_transfer,855399a6-8369-5ca3-a983-0943ea407109,83a8aaab-e693-5302-b3f1-8de53c729ff6,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
a005ac46-683f-542d-920e-3a78b2eef12e,SYN-EXP-2026-024,Fuel,2026-06-28,7868.75,SYN Fuel Depot,cash,6cef879e-d49d-5896-836f-27a32f008903,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
b603b098-82c4-5768-9fc8-ba5f01212498,SYN-EXP-2026-025,Miscellaneous,2026-05-16,862.16,SYN Fuel Depot,bank_transfer,4869e93c-ccb2-5a0e-92f3-16dc24472228,83a8aaab-e693-5302-b3f1-8de53c729ff6,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
55707853-e568-53f7-be93-bc51856b07da,SYN-EXP-2026-026,Miscellaneous,2026-04-21,9455.64,SYN Seeds Store,cash,6cef879e-d49d-5896-836f-27a32f008903,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
894285d8-f892-5907-ab7e-865ec7134bd0,SYN-EXP-2026-027,Labor,2026-02-28,8369.00,SYN Seeds Store,upi,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
3ced49f3-3693-52f6-9a2a-2e34ec3af18f,SYN-EXP-2026-028,Fuel,2026-06-09,10811.88,SYN Seeds Store,bank_transfer,855399a6-8369-5ca3-a983-0943ea407109,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
ed05fd67-b844-5364-ac44-c525b73df496,SYN-EXP-2026-029,Maintenance,2026-01-07,7127.03,SYN Transport,cash,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,6253b5aa-3b5a-5d36-a127-dde27d77bd13,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
1fbeca96-9a94-5a88-a363-f6475f2dd3d3,SYN-EXP-2026-030,Labor,2026-05-27,10223.42,SYN Seeds Store,upi,855399a6-8369-5ca3-a983-0943ea407109,6253b5aa-3b5a-5d36-a127-dde27d77bd13,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
a0dcd1c0-39b2-5e1a-9bff-da6374af8513,SYN-EXP-2026-031,Labor,2026-06-24,1125.45,SYN Mechanic,cash,4869e93c-ccb2-5a0e-92f3-16dc24472228,a52bf857-e2c1-54a7-a80f-3d901690a351,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
4f036271-2583-5ecc-baa0-449af19cb1a5,SYN-EXP-2026-032,Labor,2026-01-11,7340.99,SYN Seeds Store,bank_transfer,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,83a8aaab-e693-5302-b3f1-8de53c729ff6,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
73022ab0-36f6-5235-bb93-1056896dc3d4,SYN-EXP-2026-033,Fuel,2026-06-09,9445.87,SYN Transport,upi,4869e93c-ccb2-5a0e-92f3-16dc24472228,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
b27c7c76-6dad-57ed-8d00-1845a5e98f99,SYN-EXP-2026-034,Miscellaneous,2026-04-06,8220.40,SYN Transport,cash,6cef879e-d49d-5896-836f-27a32f008903,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
17d161db-9e8f-51a7-b201-d219d8404ec6,SYN-EXP-2026-035,Labor,2026-06-03,1168.05,SYN Agro Shop,upi,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
fa59c6a6-f6be-584d-8bc9-edcc308b42c0,SYN-EXP-2026-036,Miscellaneous,2026-03-12,1457.30,SYN Fuel Depot,upi,6cef879e-d49d-5896-836f-27a32f008903,a52bf857-e2c1-54a7-a80f-3d901690a351,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
d3f7e479-52d1-5ec4-814e-274c0f71fdb1,SYN-EXP-2026-037,Maintenance,2026-01-05,1230.11,SYN Transport,upi,4869e93c-ccb2-5a0e-92f3-16dc24472228,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
a3d0239b-a371-535e-991d-fb5bd080d1d6,SYN-EXP-2026-038,Miscellaneous,2026-01-01,1257.50,SYN Seeds Store,cash,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,6ea443c5-d83a-506c-b8ca-31cf2a41418c,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
26a814b3-3759-54ba-939a-bbf8711e3592,SYN-EXP-2026-039,Maintenance,2026-04-01,3643.80,SYN Transport,cash,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,6ea443c5-d83a-506c-b8ca-31cf2a41418c,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
ddd8d7b6-d6c9-5b3e-8a0f-c4f1784b614f,SYN-EXP-2026-040,Labor,2026-06-13,2200.12,SYN Mechanic,upi,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,6253b5aa-3b5a-5d36-a127-dde27d77bd13,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
da39939e-3d89-5e1f-8efc-41b15871fdc0,SYN-EXP-2026-041,Labor,2026-01-06,5329.18,SYN Transport,upi,855399a6-8369-5ca3-a983-0943ea407109,83a8aaab-e693-5302-b3f1-8de53c729ff6,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
6bfa57b8-27e4-5362-ad89-0b9e22d825e0,SYN-EXP-2026-042,Maintenance,2026-03-08,8706.61,SYN Transport,bank_transfer,4869e93c-ccb2-5a0e-92f3-16dc24472228,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
0338c038-cc36-5971-bdb5-fe4316ec5361,SYN-EXP-2026-043,Miscellaneous,2026-01-05,3794.96,SYN Transport,upi,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,6253b5aa-3b5a-5d36-a127-dde27d77bd13,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
d429deae-0258-59f7-95dc-6e05f451eab5,SYN-EXP-2026-044,Maintenance,2026-04-11,5281.27,SYN Seeds Store,cash,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,83a8aaab-e693-5302-b3f1-8de53c729ff6,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
687c2ecb-4d7b-5839-94c9-714e99949567,SYN-EXP-2026-045,Labor,2026-04-11,2296.12,SYN Transport,upi,855399a6-8369-5ca3-a983-0943ea407109,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
a7d596e9-5264-55ff-b498-b89dd1cbe19e,SYN-EXP-2026-046,Miscellaneous,2026-05-26,3060.61,SYN Transport,upi,855399a6-8369-5ca3-a983-0943ea407109,a52bf857-e2c1-54a7-a80f-3d901690a351,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
02209b72-0f38-5d82-95d0-32ef4bc4a045,SYN-EXP-2026-047,Fuel,2026-05-07,7188.28,SYN Seeds Store,cash,4869e93c-ccb2-5a0e-92f3-16dc24472228,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
4e3e8d81-acc9-54fb-ab0f-b243c9e62c96,SYN-EXP-2026-048,Miscellaneous,2026-06-07,5373.77,SYN Mechanic,bank_transfer,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
121d5a75-6e10-5e9b-a093-91ff2213e8f2,SYN-EXP-2026-049,Miscellaneous,2026-02-21,3773.43,SYN Mechanic,bank_transfer,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,83a8aaab-e693-5302-b3f1-8de53c729ff6,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
021273dc-f5b4-5c2e-9095-de3a97f3130f,SYN-EXP-2026-050,Miscellaneous,2026-04-03,5498.99,SYN Seeds Store,upi,6cef879e-d49d-5896-836f-27a32f008903,a52bf857-e2c1-54a7-a80f-3d901690a351,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
e46b4ed6-a082-5af6-b969-ee9677c5f6e2,SYN-EXP-2026-051,Miscellaneous,2026-05-02,9530.51,SYN Mechanic,bank_transfer,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,83a8aaab-e693-5302-b3f1-8de53c729ff6,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
23107ad0-25ad-5216-8ca3-688033ffc8e1,SYN-EXP-2026-052,Fuel,2026-01-25,3129.13,SYN Mechanic,cash,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,6ea443c5-d83a-506c-b8ca-31cf2a41418c,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
70e6e9e6-8518-5e4f-a098-4ac9d1614ed4,SYN-EXP-2026-053,Miscellaneous,2026-03-26,5279.38,SYN Fuel Depot,cash,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
6079b1d4-c3c0-5016-b769-617691c9c901,SYN-EXP-2026-054,Labor,2026-04-12,4815.38,SYN Seeds Store,bank_transfer,855399a6-8369-5ca3-a983-0943ea407109,6253b5aa-3b5a-5d36-a127-dde27d77bd13,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
4878e51e-5d33-5128-b82b-ef48a6c37521,SYN-EXP-2026-055,Maintenance,2026-01-16,1433.68,SYN Transport,cash,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,6253b5aa-3b5a-5d36-a127-dde27d77bd13,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
4666d8c0-ff0d-51ef-b028-adf1b2d0b7f6,SYN-EXP-2026-056,Labor,2026-03-10,4248.19,SYN Agro Shop,bank_transfer,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,a52bf857-e2c1-54a7-a80f-3d901690a351,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
724b3eb9-67f5-55b9-a293-021af2688891,SYN-EXP-2026-057,Miscellaneous,2026-01-15,8719.53,SYN Transport,upi,4869e93c-ccb2-5a0e-92f3-16dc24472228,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
5b649e15-6597-5ccb-9540-202bebe6e86c,SYN-EXP-2026-058,Fuel,2026-06-04,466.50,SYN Mechanic,bank_transfer,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
5eab177a-bd05-5fd9-b92a-021231f1828b,SYN-EXP-2026-059,Labor,2026-06-08,6288.73,SYN Seeds Store,cash,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,a52bf857-e2c1-54a7-a80f-3d901690a351,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
8a615e00-5188-5fab-98d9-f6f9e35a883d,SYN-EXP-2026-060,Miscellaneous,2026-04-08,9613.52,SYN Agro Shop,cash,855399a6-8369-5ca3-a983-0943ea407109,6ea443c5-d83a-506c-b8ca-31cf2a41418c,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
0354b259-7635-57eb-aa32-f11535cd20f5,SYN-EXP-2026-061,Fuel,2026-06-20,10620.55,SYN Transport,bank_transfer,4869e93c-ccb2-5a0e-92f3-16dc24472228,83a8aaab-e693-5302-b3f1-8de53c729ff6,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
76befef7-98d6-5346-9e3e-e97252b6a870,SYN-EXP-2026-062,Fuel,2026-06-07,2628.26,SYN Fuel Depot,bank_transfer,4869e93c-ccb2-5a0e-92f3-16dc24472228,83a8aaab-e693-5302-b3f1-8de53c729ff6,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
016c1b18-e306-5187-a837-d98583906aeb,SYN-EXP-2026-063,Labor,2026-03-11,2525.48,SYN Fuel Depot,upi,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,6ea443c5-d83a-506c-b8ca-31cf2a41418c,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
30df0771-11d4-5d34-b7ad-5ade30ccd18c,SYN-EXP-2026-064,Maintenance,2026-05-13,7413.44,SYN Seeds Store,cash,4869e93c-ccb2-5a0e-92f3-16dc24472228,6ea443c5-d83a-506c-b8ca-31cf2a41418c,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
e1a20137-317a-5988-a194-713bb662e0f1,SYN-EXP-2026-065,Miscellaneous,2026-05-06,9802.11,SYN Mechanic,bank_transfer,855399a6-8369-5ca3-a983-0943ea407109,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
a9cf6d14-7474-57be-90ad-a28ce3a3fa9f,SYN-EXP-2026-066,Labor,2026-03-04,3015.16,SYN Fuel Depot,cash,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
da413091-78bd-5d11-ae33-94315b137c1c,SYN-EXP-2026-067,Labor,2026-05-13,5135.22,SYN Agro Shop,bank_transfer,855399a6-8369-5ca3-a983-0943ea407109,a52bf857-e2c1-54a7-a80f-3d901690a351,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
a1fbefc0-6be4-5c13-99e9-b7cb8a26e59a,SYN-EXP-2026-068,Labor,2026-04-21,6541.08,SYN Agro Shop,bank_transfer,4869e93c-ccb2-5a0e-92f3-16dc24472228,83a8aaab-e693-5302-b3f1-8de53c729ff6,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
06b3ed5d-99a1-509a-8dbe-170dc72b10ec,SYN-EXP-2026-069,Maintenance,2026-02-06,3912.04,SYN Transport,bank_transfer,6cef879e-d49d-5896-836f-27a32f008903,83a8aaab-e693-5302-b3f1-8de53c729ff6,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
9ff42680-36b6-5471-a1f5-2d9d2e507f0c,SYN-EXP-2026-070,Fuel,2026-04-05,2502.52,SYN Transport,bank_transfer,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
878abd56-7d23-5cdf-a40f-e0444a401374,SYN-EXP-2026-071,Miscellaneous,2026-04-22,6002.37,SYN Transport,upi,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,a52bf857-e2c1-54a7-a80f-3d901690a351,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
2905d0a9-960c-5ddc-88cb-1beba2857cdb,SYN-EXP-2026-072,Fuel,2026-02-10,585.80,SYN Agro Shop,bank_transfer,6cef879e-d49d-5896-836f-27a32f008903,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
46a631cb-feae-56f7-b14a-0fe43463e523,SYN-EXP-2026-073,Miscellaneous,2026-05-24,9316.06,SYN Transport,bank_transfer,855399a6-8369-5ca3-a983-0943ea407109,6253b5aa-3b5a-5d36-a127-dde27d77bd13,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
f9968359-76ca-5f36-9ace-7072aecd7d43,SYN-EXP-2026-074,Fuel,2026-03-25,6608.65,SYN Mechanic,bank_transfer,8c3d43c4-1c88-5eca-9ee5-b5d518ee39de,84535445-aae0-5c57-9a29-1259d4679436,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
06d9ebfc-af86-5fcf-94f5-9694628cbea2,SYN-EXP-2026-075,Miscellaneous,2026-05-07,11879.35,SYN Fuel Depot,bank_transfer,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,a52bf857-e2c1-54a7-a80f-3d901690a351,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
c607bf6b-afa7-50d1-a9cc-dcabbccb15a8,SYN-EXP-2026-076,Fuel,2026-04-09,4313.21,SYN Fuel Depot,upi,6cef879e-d49d-5896-836f-27a32f008903,046e7255-a79e-557a-93a0-a798d33aeea5,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
6bae3fa4-6319-53e1-a0ea-13a9f3a83618,SYN-EXP-2026-077,Labor,2026-06-19,8331.78,SYN Seeds Store,bank_transfer,c1dd7eee-5d88-53c5-983f-59e6b1d7d88c,6253b5aa-3b5a-5d36-a127-dde27d77bd13,SYNTHETIC expense for Bhairkhanpally operations,posted,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
