id,collection_number,source_type,source_id,customer_id,collection_date,amount,payment_mode_code,reference_no,notes,data_source
9f79e98a-65bd-51c9-86fe-3378c7b263fe,SYN-COL-2026-017,rental,cd69e557-f8cd-5adb-be06-3a623a37b31c,a5e0b167-2c60-50ac-8775-e32b8ae5b3e2,2026-06-09,1112.25,cash,COL300017,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
d739aafb-1e38-578a-970d-983a2bbc8b72,SYN-COL-2026-018,rental,2a2603d5-f658-5e83-a1a8-27b7993178e6,e73f3453-af9f-514d-bdfa-0e81412387d7,2026-03-24,559.95,cash,COL300018,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
14015822-1e50-5c3e-a2cd-0087fc6ba748,SYN-COL-2026-019,rental,da1a0d04-d5ee-56c3-a447-c82d4fb4742b,b28a039f-237e-5854-a44c-642496187049,2026-03-26,1673.87,upi,COL300019,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
8373bb26-c3d6-566a-8abe-cda61935e1d2,SYN-COL-2026-020,rental,d1393ab1-fb80-5e46-bfc9-3c47981d827f,75d38557-f44e-5d63-ab25-9514abe8557b,2026-03-23,1440.07,bank_transfer,COL300020,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
c2132a30-3588-5e9e-b2e4-62bbef4f144a,SYN-COL-2026-021,rental,639f5f62-aabe-5a2e-a0d6-cf9e6fc87c44,bcac6c54-1206-56b3-a3eb-a1ba9aaf85d6,2026-04-17,1146.79,upi,COL300021,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
782aa38d-0f42-59ae-a407-ab60bd3f9f83,SYN-COL-2026-022,rental,ed6281ff-e6ab-5e4e-bc97-3c65994566bb,bcac6c54-1206-56b3-a3eb-a1ba9aaf85d6,2026-05-06,1169.51,upi,COL300022,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
769d57d6-1041-5803-a6d9-5e7aa9afd6fe,SYN-COL-2026-023,rental,a27052d4-c043-5aff-baf5-0e45472343de,b28a039f-237e-5854-a44c-642496187049,2026-01-19,1206.02,bank_transfer,COL300023,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
ce66b008-b08b-5168-94d3-60cce51f6369,SYN-COL-2026-024,rental,571ce96d-f9e0-5d35-8e9a-f13f0ad6392b,c6e1c84d-a86e-5139-8308-bef65cd5ec2a,2026-06-17,548.26,cash,COL300024,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
dc564b38-9aaf-575d-a093-6e2df12e2766,SYN-COL-2026-025,rental,ed6281ff-e6ab-5e4e-bc97-3c65994566bb,bcac6c54-1206-56b3-a3eb-a1ba9aaf85d6,2026-01-08,1621.95,cash,COL300025,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
15dbec7c-443a-56f2-8df7-4478192464cb,SYN-COL-2026-026,rental,037729a0-cdaf-56f3-a855-9e7d7dcec76c,f63fb31e-845f-5f3d-b356-b2d6dfb5024d,2026-02-06,1198.33,cash,COL300026,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
a59f6fd1-edb9-540d-9833-223c21e45e75,SYN-COL-2026-027,rental,cd69e557-f8cd-5adb-be06-3a623a37b31c,a5e0b167-2c60-50ac-8775-e32b8ae5b3e2,2026-06-24,1448.46,bank_transfer,COL300027,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
96f66273-edf7-5b3e-93a0-efe7b9648623,SYN-COL-2026-028,rental,cea3d1b9-002e-5ff1-8629-78a4c83bf877,96d38e7f-a2da-55be-96ac-5d1691682796,2026-02-14,822.89,bank_transfer,COL300028,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
fe24095a-ae17-53be-a926-d11ad00e3397,SYN-COL-2026-029,rental,2a2603d5-f658-5e83-a1a8-27b7993178e6,e73f3453-af9f-514d-bdfa-0e81412387d7,2026-01-19,705.43,upi,COL300029,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
24d93d6d-a2b7-5d03-a03a-190e0016a363,SYN-COL-2026-030,rental,4be024b3-3c68-50c3-8ee3-a2f01cd326f7,c6e1c84d-a86e-5139-8308-bef65cd5ec2a,2026-01-06,1407.09,cash,COL300030,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
8503a99a-e8a3-5021-9ff8-f9060f97b243,SYN-COL-2026-031,rental,da1a0d04-d5ee-56c3-a447-c82d4fb4742b,b28a039f-237e-5854-a44c-642496187049,2026-01-13,1189.88,cash,COL300031,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
ce174d6d-0bdf-5ca2-9f38-799cd892c265,SYN-COL-2026-032,rental,59c30f0d-fce0-5555-b5c5-f993a79be7ca,75d38557-f44e-5d63-ab25-9514abe8557b,2026-03-25,1050.95,upi,COL300032,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
79af0241-1df9-5c1b-ab1f-21b21a57d3de,SYN-COL-2026-033,rental,2a2603d5-f658-5e83-a1a8-27b7993178e6,e73f3453-af9f-514d-bdfa-0e81412387d7,2026-04-01,519.08,upi,COL300033,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
329ea0a0-e7ef-5af4-b134-8c9585c5c161,SYN-COL-2026-034,rental,32e8c241-3439-5e00-a25c-9d033dd9a3d7,970d2201-9251-5a79-a9e4-7e2d52e74a09,2026-03-24,967.90,bank_transfer,COL300034,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
16e428ed-ff39-52d4-a5b3-80b6fcacbeb4,SYN-COL-2026-035,rental,32e8c241-3439-5e00-a25c-9d033dd9a3d7,970d2201-9251-5a79-a9e4-7e2d52e74a09,2026-05-16,1199.52,cash,COL300035,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
5cdc4cba-fd60-58b7-8af3-afcd041de3cd,SYN-COL-2026-036,rental,571ce96d-f9e0-5d35-8e9a-f13f0ad6392b,c6e1c84d-a86e-5139-8308-bef65cd5ec2a,2026-02-05,1339.65,cash,COL300036,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
c4459f5c-2188-51d9-9280-f46d8de317aa,SYN-COL-2026-037,rental,59c30f0d-fce0-5555-b5c5-f993a79be7ca,75d38557-f44e-5d63-ab25-9514abe8557b,2026-02-18,986.20,upi,COL300037,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
1dfed9f7-dae1-5b63-b1fb-99cf719ee078,SYN-COL-2026-038,rental,639f5f62-aabe-5a2e-a0d6-cf9e6fc87c44,bcac6c54-1206-56b3-a3eb-a1ba9aaf85d6,2026-01-11,2876.15,cash,COL300038,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
e1d1ddb7-a0fe-5af1-bd4d-e50bc11c3f37,SYN-COL-2026-039,rental,da1a0d04-d5ee-56c3-a447-c82d4fb4742b,b28a039f-237e-5854-a44c-642496187049,2026-06-24,1368.20,upi,COL300039,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
add7bef1-c4d3-56cd-bc4b-2b19add75b0d,SYN-COL-2026-040,rental,4be024b3-3c68-50c3-8ee3-a2f01cd326f7,c6e1c84d-a86e-5139-8308-bef65cd5ec2a,2026-02-14,958.25,upi,COL300040,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
589ab879-bf50-534f-9f06-523ffd213048,SYN-COL-2026-041,rental,ed6281ff-e6ab-5e4e-bc97-3c65994566bb,bcac6c54-1206-56b3-a3eb-a1ba9aaf85d6,2026-02-23,1765.42,upi,COL300041,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
a45e688f-d9fe-5751-971b-62a3c626e68f,SYN-COL-2026-042,rental,4be024b3-3c68-50c3-8ee3-a2f01cd326f7,c6e1c84d-a86e-5139-8308-bef65cd5ec2a,2026-02-28,714.38,bank_transfer,COL300042,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
26d97cd8-07d0-586f-8f30-cf0feef57fb5,SYN-COL-2026-043,rental,cea3d1b9-002e-5ff1-8629-78a4c83bf877,96d38e7f-a2da-55be-96ac-5d1691682796,2026-03-15,1423.07,bank_transfer,COL300043,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
07c9d8ca-cde0-50f2-9ad0-8c1c1bf0536f,SYN-COL-2026-044,rental,4be024b3-3c68-50c3-8ee3-a2f01cd326f7,c6e1c84d-a86e-5139-8308-bef65cd5ec2a,2026-05-05,1526.13,bank_transfer,COL300044,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
657735a5-6792-5af9-8bae-c8a9c8878b86,SYN-COL-2026-045,rental,b4b8e9a8-54c0-5d5c-bfe2-7c00db65e4fa,970d2201-9251-5a79-a9e4-7e2d52e74a09,2026-05-19,829.51,cash,COL300045,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
ef923ac0-1ace-5759-884e-67e6f0b2c108,SYN-COL-2026-046,rental,cea3d1b9-002e-5ff1-8629-78a4c83bf877,96d38e7f-a2da-55be-96ac-5d1691682796,2026-02-08,1374.68,upi,COL300046,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
491d3b73-6511-5180-9838-d1910f7c023c,SYN-COL-2026-047,rental,d1393ab1-fb80-5e46-bfc9-3c47981d827f,75d38557-f44e-5d63-ab25-9514abe8557b,2026-04-23,1934.58,bank_transfer,COL300047,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
dad26e80-dc7c-58eb-bf6a-b2bc6039d752,SYN-COL-2026-048,rental,2a2603d5-f658-5e83-a1a8-27b7993178e6,e73f3453-af9f-514d-bdfa-0e81412387d7,2026-03-08,752.60,cash,COL300048,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
c0b5db3c-c996-52fa-809b-21307c9baaf7,SYN-COL-2026-049,rental,32e8c241-3439-5e00-a25c-9d033dd9a3d7,970d2201-9251-5a79-a9e4-7e2d52e74a09,2026-05-04,758.93,cash,COL300049,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
ec677cd0-b1fe-570c-81f0-ea667a1e3a8e,SYN-COL-2026-050,rental,4be024b3-3c68-50c3-8ee3-a2f01cd326f7,c6e1c84d-a86e-5139-8308-bef65cd5ec2a,2026-04-11,896.53,upi,COL300050,SYNTHETIC_DATA — safe to delete before loading real production data,synthetic
